galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
6000101000000,6000101000074,-1,6000101000000,63000600000403,63000600000403,6000101000000,6000101000001,-1,0,63,0.0,66.01237,26092,25.586243,49.1482,35.806656,209688,2,5,4,322.72592,-48.740997,-255.82314,1049,66.01237,0.14159727,141.59737,136.74112,1.6135494,1.2404832,0.0298176,4.7685957,2.3324172,4.973486E-4,0.019628543,0.01352161,1.251155E-4,0.02729139,0.019691134,6.7996836,0.0,43.753296,0.009460042,0.078212924,-21.136566,-21.416355,-21.813372,-22.20539,-23.443312,-15.066859,-15.84103,-16.502172,-17.035997,-18.348734,-20.705051,-21.074923,-21.541832,-22.006283,-23.381056,5.341043,578
6000101000001,6000101000074,6000101000000,6000101000001,62000600000379,62000600000379,6000101000000,6000101000002,-1,0,62,0.019932542,61.79515,26092,25.525434,49.1566,35.855846,209688,2,5,4,324.08395,-52.669346,-257.91736,1011,61.79515,0.13781834,138.86528,134.0678,1.8493254,1.1659492,0.0298176,3.6642754,2.0871649,4.9718976E-4,0.020068338,0.012665326,1.251155E-4,0.024709202,0.018736536,2.5803087,0.0,43.636715,0.020848127,0.07739679,-20.526308,-20.922472,-21.39028,-21.83313,-23.150656,-15.09821,-15.8702135,-16.529709,-17.062107,-18.374582,-20.393757,-20.826109,-21.317102,-21.780746,-23.13466,5.410399,772
6000101000002,6000101000074,6000101000001,6000101000002,61000600000380,61000600000380,6000101000000,6000101000003,-1,0,61,0.041403063,58.86892,26092,25.45053,49.16918,35.915974,209688,2,5,4,328.04367,-51.620167,-259.6886,1023,58.86892,0.13485447,137.01884,135.3884,1.7348524,1.1363314,0.0298176,3.7787662,2.0928168,4.970294E-4,0.018803667,0.01234656,1.251155E-4,0.02071913,0.019416783,2.72604,0.0,43.650356,0.018834215,0.07810814,-20.502478,-20.893557,-21.361937,-21.806202,-23.124702,-15.132393,-15.90202,-16.559668,-17.09048,-18.402811,-20.39637,-20.813635,-21.300034,-21.761593,-23.111177,5.272018,978
6000101000003,6000101000074,6000101000002,6000101000003,60000600000329,60000600000329,6000101000000,6000101000004,-1,0,60,0.064493395,55.85662,26091,25.372372,49.18956,35.985847,209681,2,5,4,322.74533,-55.39248,-260.7811,934,55.85662,0.13170242,135.05492,132.0429,1.6693555,1.1036801,0.0298176,3.3709,2.0862184,4.968795E-4,0.01794005,0.011995248,1.251155E-4,0.019285893,0.020273551,2.0403385,0.0,43.61454,0.019355787,0.079192966,-20.371342,-20.79335,-21.283518,-21.74289,-23.085636,-15.169967,-15.937015,-16.592657,-17.121763,-18.434137,-20.299631,-20.73713,-21.23905,-21.710695,-23.076052,5.135912,344
6000101000004,6000101000074,6000101000003,6000101000004,59000600000374,59000600000374,6000101000000,6000101000005,-1,0,59,0.08928783,53.10252,26091,25.282604,49.204582,36.0571,209681,2,5,4,319.11755,-49.064747,-254.83997,1049,53.10252,0.12862784,133.2478,138.37498,1.1727835,1.0782685,0.0298176,3.7162771,2.0978203,4.965691E-4,0.014960049,0.011706239,1.251155E-4,0.019428888,0.021406947,2.2424166,0.0,43.701084,0.013727293,0.08534517,-20.302158,-20.73406,-21.23759,-21.706999,-23.061293,-15.210148,-15.973907,-16.626955,-17.153736,-18.464876,-20.13757,-20.610683,-21.141205,-21.63668,-23.03906,4.9544272,896
6000101000005,6000101000074,6000101000004,6000101000005,58000600000395,58000600000395,6000101000000,6000101000006,-1,0,58,0.11588337,50.86481,26091,25.180784,49.217384,36.12976,209681,2,5,4,325.42554,-50.126293,-251.06226,924,50.86481,0.12585413,131.83932,126.842766,1.0072613,1.0493195,0.0298176,3.1770804,2.1206965,4.964105E-4,0.014208083,0.011321608,1.251155E-4,0.017599056,0.022829622,0.4884162,0.0,43.62086,0.023506083,0.08293588,-19.83905,-20.436228,-21.013311,-21.524872,-22.939144,-15.252989,-16.012419,-16.661892,-17.18521,-18.493057,-19.767769,-20.38771,-20.976198,-21.497665,-22.930061,4.776736,468
6000101000006,6000101000074,6000101000005,6000101000006,57000600000390,57000600000390,6000101000000,6000101000007,-1,0,57,0.14438343,47.93858,26091,25.078169,49.235252,36.19791,209685,2,5,4,329.46075,-50.40703,-248.2869,859,47.93858,0.12238621,129.79152,117.96144,0.72409564,1.0428041,0.0298176,2.7490983,2.3411653,4.9626775E-4,0.012707969,0.011222027,1.251155E-4,0.016133588,0.025528228,2.3566225,1.0624014E-4,43.541153,0.02696815,0.08127314,-19.97349,-20.54043,-21.099682,-21.601957,-23.024319,-15.3003435,-16.054174,-16.699123,-17.218014,-18.521091,-19.945295,-20.51756,-21.081236,-21.588505,-23.020313,4.485158,178
6000101000007,6000101000046,6000101000006,6000101000007,56000600000396,56000600000396,6000101000000,6000101000008,6000101000047,0,56,0.17489761,40.3648,26091,24.972696,49.251064,36.263855,209685,2,5,4,331.81644,-42.484467,-243.34706,772,40.3648,0.114532836,123.11369,113.327095,0.65501875,0.9824521,0.0018461131,1.4789388,2.3650951,2.7939462E-4,0.013416984,0.010508336,1.015537E-6,0.012340327,0.02683197,0.026975693,0.0,43.279667,0.024852984,0.07381129,-19.673786,-20.373682,-20.985502,-21.508562,-22.947973,-12.319895,-12.966499,-13.544995,-13.98277,-15.007484,-19.633686,-20.340893,-20.958979,-21.489218,-22.942251,4.228658,983
6000101000008,6000101000046,6000101000007,6000101000008,55000600000351,55000600000351,6000101000000,6000101000009,-1,0,55,0.20754863,35.114796,26091,24.853098,49.265827,36.32691,209685,2,5,4,323.54584,-32.84612,-232.60312,707,35.114796,0.10826034,118.108284,113.77786,0.53637683,0.9820714,0.0018461131,0.47161952,2.688582,2.7936578E-4,0.012163233,0.010500366,1.015537E-6,0.009804169,0.030504081,0.25952348,0.0,42.668472,0.017384024,0.057220515,-20.000362,-20.599838,-21.163435,-21.661135,-23.074614,-12.356028,-13.000723,-13.578051,-14.014999,-15.037306,-19.919882,-20.534727,-21.110664,-21.62228,-23.062658,3.8911195,445
6000101000009,6000101000046,6000101000008,6000101000009,54000600000415,54000600000414,6000101000000,6000101000010,-1,0,54,0.24246909,37.094303,26091,24.741299,49.28231,36.401802,209685,2,5,4,330.3615,-37.90129,-223.3055,163,37.094303,0.109069906,120.940315,106.12601,0.47238618,0.9783211,0.0018461131,0.6513175,3.0349462,2.7934255E-4,0.011559123,0.010413969,1.015537E-6,0.006422472,0.03434892,5.4545407,0.0,42.73126,0.004117284,0.051754568,-20.689949,-21.07273,-21.556702,-22.027203,-23.40567,-12.394856,-13.037323,-13.61346,-14.049552,-15.0698185,-19.428242,-20.00922,-20.647215,-21.296293,-23.080494,3.5581298,739
