haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
4000026000000,63000400000200,4000026000543,4000026000000,63,0.0,4000026000001,-1,-1,4000026000000,4000026000585,9203,916.5133,665.54584,788.10333,16628,48.76957,25.715117,33.794903,177201,5,2,3,-163.14452,-175.55775,-235.00952,188.70985,337.5227,-1.2119294,-5.1253376,0.8217624,9974406,4,200,0.1631183,841
4000026000001,62000400000198,4000026000543,4000026000000,62,0.019932542,4000026000002,-1,4000026000000,4000026000001,4000026000586,9149,911.4355,668.98846,783.714,16628,48.80418,25.750858,33.843586,177201,5,2,3,-159.18275,-176.084,-235.02931,188.87881,333.79404,-1.4027271,-4.7853456,1.0941299,9973914,4,198,0.16102262,572
4000026000002,61000400000198,4000026000543,4000026000000,61,0.041403063,4000026000003,-1,4000026000001,4000026000002,4000026000635,9316,906.27155,665.54584,783.9722,16627,48.843204,25.789886,33.8927,177208,5,2,3,-154.27652,-176.66629,-232.56856,187.29222,333.53998,-1.7877375,-4.696863,0.9238481,9919577,4,198,0.16309704,574
4000026000003,60000400000198,4000026000540,4000026000000,60,0.064493395,4000026000004,4000026000541,4000026000002,4000026000003,4000026000636,9007,904.8084,666.75073,795.7632,16627,48.87232,25.829716,33.941708,177208,5,2,3,-148.78117,-176.69385,-231.38725,191.68939,336.68863,-1.4295089,-3.8410475,0.8150413,9919577,4,198,0.15638927,515
4000026000004,59000400000207,4000026000540,4000026000000,59,0.08928783,4000026000005,-1,4000026000003,4000026000004,4000026000637,9084,900.84937,665.6319,801.7878,16627,48.90594,25.868795,33.994804,177208,5,2,3,-143.27972,-176.62386,-230.52412,193.08376,342.57776,-1.7001972,-4.8498626,1.0676358,9919577,4,207,0.15835743,727
4000026000005,58000400000195,4000026000540,4000026000000,58,0.11588337,4000026000006,-1,4000026000004,4000026000005,4000026000638,8956,897.40674,661.759,806.43536,16627,48.93532,25.914055,34.04956,177208,5,2,3,-135.8089,-176.06877,-228.26247,193.45386,340.60773,-1.5763159,-4.9659,0.7497429,9975149,4,195,0.15578955,49
4000026000006,57000400000204,4000026000540,4000026000000,57,0.14438343,4000026000007,-1,4000026000005,4000026000006,4000026000639,9097,895.2551,658.31635,807.9845,16627,48.967106,25.960106,34.10991,177208,5,2,3,-131.56807,-176.00165,-229.9878,193.7059,334.90475,-1.9355686,-4.5278587,1.1151897,9975149,4,204,0.15902166,207
4000026000007,56000400000203,4000026000540,4000026000000,56,0.17489761,4000026000008,-1,4000026000006,4000026000007,4000026000640,9148,890.5215,659.95154,794.9025,16627,49.00506,26.010056,34.182392,177212,5,2,3,-128.48586,-173.58568,-233.38832,193.82466,333.6824,-2.297628,-4.0559263,0.8973226,9975149,4,203,0.1585389,664
4000026000008,55000400000208,4000026000520,4000026000000,55,0.20754863,4000026000009,4000026000521,4000026000007,4000026000008,4000026000593,9098,878.7305,664.94336,785.9517,16627,49.040894,26.064146,34.247227,177212,5,2,3,-123.720116,-170.73265,-230.92957,193.87175,331.95456,-2.0266056,-4.1106167,0.43398166,9975089,4,208,0.15488876,305
4000026000009,54000400000204,4000026000520,4000026000000,54,0.24246909,4000026000010,-1,4000026000008,4000026000009,4000026000642,9055,862.1198,659.3491,788.10333,16627,49.061424,26.120687,34.303944,177212,5,2,3,-122.60869,-170.26276,-233.66772,198.27345,339.455,-1.9623497,-4.25143,0.71080846,9973940,4,204,0.14803033,400
