haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
6000100000000,63000600000401,6000100000075,6000100000000,63,0.0,6000100000001,-1,-1,6000100000000,6000100000076,1127,104.139465,74.44681,90.36896,25859,18.509895,53.062855,37.37532,209336,2,5,4,77.16984,115.6922,-168.6566,90.5252,167.50583,-0.5864386,0.5909242,0.10608503,15527503,6,401,0.079305924,167
6000100000001,62000600000401,6000100000075,6000100000000,62,0.019932542,6000100000002,-1,6000100000000,6000100000001,6000100000077,1087,103.27881,74.10255,90.541084,25859,18.492046,53.040077,37.408546,209336,2,5,4,76.36702,117.75878,-168.99138,90.73436,166.94646,-0.47677958,0.84464747,0.16281144,15527503,6,401,0.07464753,802
6000100000002,61000600000393,6000100000075,6000100000000,61,0.041403063,6000100000003,-1,6000100000001,6000100000002,6000100000078,1083,102.41815,73.93041,91.14355,25859,18.474752,53.014175,37.450382,209336,2,5,4,76.772865,115.284,-170.22757,92.52368,167.25014,-0.406527,0.63471836,0.7823983,15527503,6,393,0.073809154,761
6000100000003,60000600000337,6000100000075,6000100000000,60,0.064493395,6000100000004,-1,6000100000002,6000100000003,6000100000079,1051,101.643555,73.93041,91.14355,25859,18.452763,52.99192,37.485855,209336,2,5,4,74.37423,116.8695,-168.16022,92.72522,166.38571,-0.51037544,0.57673883,0.29318264,15527503,6,337,0.07349495,808
6000100000004,59000600000396,6000100000075,6000100000000,59,0.08928783,6000100000005,-1,6000100000003,6000100000004,6000100000080,1059,100.26651,75.2214,91.315674,25859,18.439842,52.96562,37.519337,209336,2,5,4,75.48616,117.35912,-169.16455,92.272575,165.26561,-0.5634095,0.7203782,0.2910036,15527503,6,396,0.075879574,190
6000100000005,58000600000411,6000100000075,6000100000000,58,0.11588337,6000100000006,-1,6000100000004,6000100000005,6000100000081,1024,99.319786,77.37304,90.110756,25859,18.423126,52.937336,37.561417,209336,2,5,4,74.17966,115.239044,-167.84438,93.389145,168.66264,-0.47647977,0.53700596,0.32268983,15527503,6,411,0.07288548,896
6000100000006,57000600000408,6000100000075,6000100000000,57,0.14438343,6000100000007,-1,6000100000005,6000100000006,6000100000082,1036,97.85667,76.426315,89.2501,25859,18.399944,52.908306,37.60671,209336,2,5,4,74.24906,115.770164,-169.59319,93.65813,169.87314,-0.47557986,0.40846702,0.3117898,15524161,6,408,0.07013368,170
6000100000007,56000600000415,6000100000075,6000100000000,56,0.17489761,6000100000008,-1,6000100000006,6000100000007,6000100000083,1013,96.90994,75.90992,88.991905,25859,18.380283,52.876064,37.653538,209336,2,5,4,72.35686,116.23367,-172.52643,96.755325,172.89934,-0.54732406,0.45978183,0.40672913,15527484,6,415,0.06740851,572
6000100000008,55000600000366,6000100000075,6000100000000,55,0.20754863,6000100000009,-1,6000100000007,6000100000008,6000100000084,1024,95.18863,75.99599,88.13125,25859,18.35917,52.837044,37.710968,209336,2,5,4,71.78172,116.03182,-173.87967,95.35521,171.15157,-0.6768682,0.5118626,0.36931807,15527484,6,366,0.069975026,993
6000100000009,54000600000406,6000100000075,6000100000000,54,0.24246909,6000100000010,-1,6000100000008,6000100000009,6000100000085,993,92.95093,74.87714,86.92633,25859,18.340353,52.798183,37.77371,209336,2,5,4,72.0557,115.794304,-177.0227,92.24235,164.0947,-0.5347039,0.4787437,0.198084,15524106,6,406,0.06935494,152
6000100000010,53000600000368,6000100000075,6000100000000,53,0.2798018,6000100000011,-1,6000100000009,6000100000010,6000100000086,965,90.62715,71.77877,84.43042,25859,18.318787,52.762314,37.832664,209336,2,5,4,71.53929,115.668785,-177.91275,96.7743,172.40982,-0.45840603,0.2907732,0.2053808,15524106,6,368,0.06750334,944
6000100000011,52000600000351,6000100000075,6000100000000,52,0.31970343,6000100000012,-1,6000100000010,6000100000011,6000100000087,924,87.184525,70.143524,79.09435,25860,18.283758,52.72951,37.892242,209322,2,5,4,72.53054,114.48306,-177.54391,97.44879,169.638,-0.2587411,0.601348,0.23000939,15524106,6,351,0.061959095,285
6000100000012,51000600000366,6000100000075,6000100000000,51,0.36234027,6000100000013,-1,6000100000011,6000100000012,6000100000088,905,82.45091,68.680405,76.34025,25860,18.26219,52.688026,37.957813,209322,2,5,4,73.6293,116.79178,-175.35487,95.30814,166.9128,-0.13163318,0.34561265,-0.10926523,15526171,6,366,0.061694473,791
6000100000013,50000600000362,6000100000075,6000100000000,50,0.40789944,6000100000014,-1,6000100000012,6000100000013,-1,892,80.12714,68.42221,75.307465,25860,18.235476,52.642742,38.028187,209322,2,5,4,73.76088,113.95717,-177.04263,95.69825,166.33784,-0.10808631,0.475018,-0.31317398,15524106,6,362,0.061070982,156
6000100000014,49000600000380,6000100000075,6000100000000,49,0.45657724,6000100000015,-1,6000100000013,6000100000014,-1,871,78.233696,64.46319,73.500084,25860,18.212234,52.60391,38.100124,209326,2,5,4,72.28043,114.358475,-177.25473,97.768486,174.88898,0.0027184286,0.4912996,-0.4042128,15524106,6,380,0.061083548,502
6000100000015,48000600000380,6000100000075,6000100000000,48,0.5085914,6000100000016,-1,6000100000014,6000100000015,-1,863,75.82385,61.881218,71.77877,25860,18.174847,52.56108,38.16866,209326,2,5,4,72.80013,114.557915,-175.10606,93.851555,167.14607,0.29633233,0.33846733,-0.2878665,15524106,6,380,0.060128838,569
6000100000016,47000600000392,6000100000075,6000100000000,47,0.5641766,6000100000017,-1,6000100000015,6000100000016,-1,827,74.27467,61.536957,69.79926,25860,18.13552,52.508663,38.237766,209326,2,5,4,69.631836,113.2057,-174.78052,94.216125,166.66246,0.17456828,0.4265606,-0.38384715,15524106,6,392,0.061663628,671
6000100000017,46000600000408,6000100000075,6000100000000,46,0.6235901,6000100000018,-1,6000100000016,6000100000017,-1,816,71.09025,61.536957,67.905815,25860,18.114208,52.454388,38.315746,209326,2,5,4,69.02212,110.726265,-172.21957,97.85101,168.98619,0.44229707,0.5394685,-0.16654377,15527500,6,408,0.05662062,821
6000100000018,45000600000414,6000100000075,6000100000000,45,0.6871088,6000100000019,-1,6000100000017,6000100000018,-1,761,69.454994,61.364822,66.442696,25860,18.0847,52.40498,38.40055,209326,2,5,4,72.562805,112.649086,-169.18677,103.7078,173.5788,0.46527788,0.37776318,-0.28383696,15524121,6,414,0.047758184,779
6000100000019,44000600000396,6000100000075,6000100000000,44,0.75503564,6000100000020,-1,6000100000018,6000100000019,-1,785,70.22959,60.934494,67.21729,25860,18.046093,52.355583,38.469505,209326,2,5,4,71.21769,110.91981,-167.10507,101.53481,170.45761,0.55348456,0.3204733,-0.18445992,15527500,6,396,0.052018076,498
6000100000020,43000600000420,6000100000075,6000100000000,43,0.8276991,6000100000021,-1,6000100000019,6000100000020,-1,809,69.97139,61.709087,68.16401,25860,18.019386,52.28804,38.546986,209326,2,5,4,71.015884,106.507225,-167.5693,99.011566,168.35788,0.5664711,0.31514734,-0.1901799,15526098,6,420,0.05528801,530
6000100000021,42000600000398,6000100000075,6000100000000,42,0.9054624,6000100000022,-1,6000100000020,6000100000021,-1,789,67.47549,58.180393,65.40991,25860,17.978231,52.223907,38.62729,209326,2,5,4,71.667564,106.627396,-167.41954,101.0915,167.88342,0.5435601,0.41604194,-0.30232984,15526098,6,398,0.05640227,495
6000100000022,41000600000362,6000100000075,6000100000000,41,0.98870814,6000100000023,-1,6000100000021,6000100000022,-1,746,65.668106,56.373016,64.80745,25860,17.938171,52.160282,38.709694,209326,2,5,4,71.89642,105.9763,-164.85912,100.64473,167.24214,0.50795954,0.4431299,-0.028357483,15526719,6,362,0.05160264,77
6000100000023,40000600000363,6000100000075,6000100000000,40,1.0778745,6000100000024,-1,6000100000022,6000100000023,-1,819,66.52876,57.147606,64.89352,25860,17.909708,52.095577,38.809143,209326,2,5,4,72.04728,105.27377,-165.55186,101.32528,168.05092,0.7072237,0.22215794,-0.21403061,15526098,6,363,0.055206995,279
6000100000024,39000600000319,6000100000075,6000100000000,39,1.173417,6000100000025,-1,6000100000023,6000100000024,-1,768,64.72138,58.180393,64.11893,25860,17.877525,52.03689,38.90422,209326,2,5,4,70.51566,104.93996,-161.03383,108.006584,171.204,0.64132386,0.2014552,-0.5423756,15527639,6,319,0.049263332,142
6000100000025,38000600000315,6000100000075,6000100000000,38,1.2758462,6000100000026,-1,6000100000024,6000100000025,-1,777,65.49598,59.815643,65.49598,25860,17.842506,51.971027,38.965782,209326,1,5,4,65.78266,105.34461,-158.31628,108.155876,173.06853,0.66218656,-0.042338315,-0.75281763,15527639,6,315,0.051894065,436
6000100000026,37000600000313,6000100000071,6000100000000,37,1.3857181,6000100000027,6000100000072,6000100000025,6000100000026,6000100000072,707,59.557446,56.373016,59.729576,25860,17.825552,51.903904,39.03772,209326,1,5,4,60.139847,101.38571,-156.16765,106.20226,176.16173,0.41438118,-0.03031082,-0.058840528,15526161,6,313,0.04390924,239
6000100000027,36000600000315,6000100000052,6000100000000,36,1.5036365,6000100000028,6000100000053,6000100000026,6000100000027,6000100000053,586,53.44678,52.413994,53.70498,25851,17.812435,51.854027,39.147053,211082,1,5,4,56.96282,94.547195,-157.00919,115.88491,180.52802,0.63653284,-0.24917032,-0.21643876,15526719,6,315,0.03642048,200
6000100000028,35000600000318,6000100000044,6000100000000,35,1.6302707,6000100000029,6000100000045,6000100000027,6000100000028,-1,573,46.217266,44.668083,46.561527,25851,17.781963,51.82054,39.225365,211082,1,5,4,57.23632,94.12652,-145.42398,112.94751,183.16142,0.6588347,-0.019616745,-0.1360816,15526098,6,318,0.033556953,873
6000100000029,34000600000327,6000100000044,6000100000000,34,1.766336,6000100000030,-1,6000100000028,6000100000029,6000100000054,302,32.18856,25.561504,33.99594,25851,17.7301,51.784874,39.24274,211082,1,5,4,72.51826,77.2037,-90.0812,84.69169,139.168,-0.17002903,0.12385693,0.017501788,15526732,6,327,0.03129901,25
6000100000030,33000600000373,6000100000044,6000100000000,33,1.9126327,6000100000031,-1,6000100000029,6000100000030,6000100000055,210,18.159857,17.213135,18.590185,25851,17.673384,51.750668,39.284744,211080,1,5,4,70.9638,76.46192,-85.88268,82.24827,142.91824,-0.35943463,0.31692857,0.078565836,15526709,6,373,0.019652955,336
6000100000031,32000600000596,6000100000044,6000100000000,32,2.0700274,6000100000032,-1,6000100000030,6000100000031,-1,188,16.266413,15.491821,16.610674,25851,17.628464,51.702904,39.330296,211080,1,5,4,63.936855,79.61683,-82.09485,78.682724,132.18451,-0.36339268,0.25078508,0.013987583,15526709,6,596,0.020664776,431
6000100000032,31000600000679,6000100000044,6000100000000,31,2.2394855,6000100000033,-1,6000100000031,6000100000032,-1,159,13.51231,12.909851,14.028705,25851,17.57864,51.644814,39.359516,211080,1,5,4,70.13284,77.729935,-85.77137,76.01292,130.3636,-0.33005822,0.24836738,0.024061719,15526134,6,679,0.018230904,278
6000100000033,30000600000665,6000100000044,6000100000000,30,2.422044,6000100000034,-1,6000100000032,6000100000033,-1,140,11.963128,11.5328,12.13526,25848,17.534986,51.602036,39.4067,211073,1,5,4,69.73437,75.22339,-88.47274,70.906586,124.63929,-0.37153625,0.22058347,0.05414938,15526139,6,665,0.01770411,699
6000100000034,29000600000614,6000100000044,6000100000000,29,2.6188614,6000100000035,-1,6000100000033,6000100000034,-1,134,10.93034,10.93034,11.446734,25848,17.493568,51.586895,39.459282,211073,1,5,4,72.087326,66.920715,-93.92702,69.94816,120.07309,-0.48939645,0.30404034,0.019516772,15526139,6,614,0.01782832,644
6000100000035,28000600000606,6000100000044,6000100000000,28,2.8311827,6000100000036,-1,6000100000034,6000100000035,-1,133,10.586078,10.500011,11.102471,25848,17.466557,51.53456,39.537502,211073,1,5,4,72.35427,66.10402,-94.02805,77.42223,130.5275,-0.42291936,0.27025127,0.04060079,15527558,6,606,0.014683756,357
6000100000036,27000600000596,6000100000044,6000100000000,27,3.060419,6000100000037,-1,6000100000035,6000100000036,-1,114,9.725421,9.295093,9.8975525,25848,17.430353,51.496075,39.59462,211073,1,5,4,63.65599,68.755714,-98.62764,78.3643,135.86235,-0.338307,0.21481593,0.036535125,15526734,6,596,0.011661114,534
6000100000037,26000600000508,6000100000044,6000100000000,26,3.3080978,6000100000038,-1,6000100000036,6000100000037,-1,118,8.692633,8.692633,9.122961,25848,17.415173,51.46246,39.659466,211073,1,5,4,61.457153,65.05046,-88.401306,72.56273,125.150276,-0.36621007,0.20072277,0.0016995984,15526134,6,508,0.014225195,462
6000100000038,25000600000473,6000100000044,6000100000000,25,3.575905,6000100000039,-1,6000100000037,6000100000038,-1,110,9.036896,9.036896,9.209027,25848,17.381844,51.39844,39.71398,211073,1,5,4,60.570885,74.15231,-95.594215,77.73297,132.45518,-0.30195215,0.1839911,0.08082283,15526202,6,473,0.013690007,812
6000100000039,24000600000448,6000100000044,6000100000000,24,3.8656828,6000100000040,-1,6000100000038,6000100000039,-1,98,6.885254,6.885254,7.3155823,25848,17.341017,51.339478,39.761784,211073,1,5,4,54.403313,75.107315,-95.07264,80.373215,126.50521,-0.29697207,0.17940283,0.111994416,15526718,6,448,0.012682193,81
6000100000040,23000600000481,6000100000044,6000100000000,23,4.1794686,6000100000041,-1,6000100000039,6000100000040,-1,78,6.196728,6.1106625,6.36886,25848,17.330894,51.31294,39.802944,211073,1,5,4,50.70997,64.37706,-82.90396,71.88884,119.28845,-0.2652832,0.13988766,0.07206542,15526139,6,481,0.01172319,428
6000100000041,22000600000440,6000100000044,6000100000000,22,4.5195556,6000100000042,-1,6000100000040,6000100000041,-1,74,4.131152,4.131152,4.5614805,25848,17.313782,51.2947,39.87133,211073,1,5,4,51.132694,67.1239,-81.736916,66.45834,119.50274,-0.25279832,0.15602294,0.09439536,15526128,6,440,0.011246087,38
6000100000042,21000600000626,6000100000044,6000100000000,21,4.888449,6000100000043,-1,6000100000041,6000100000042,-1,45,2.4959044,2.4959044,2.9262328,25848,17.31586,51.22887,39.924946,211073,1,5,4,57.73373,85.946236,-92.00971,55.400063,95.26016,0.020929748,0.017474508,0.004235466,15526128,6,626,0.010891278,750
6000100000043,20000600001211,6000100000044,6000100000000,20,5.2888336,6000100000044,-1,6000100000042,6000100000043,-1,20,1.3770508,1.3770508,1.6352477,25848,17.244555,51.22651,39.96698,211073,1,5,4,70.90693,71.67184,-93.468414,46.455357,79.51523,-0.01384806,0.025152057,-0.009031054,15526134,6,1211,0.0064396453,368
6000100000044,19000600000965,6000100000044,6000100000000,19,5.7238646,-1,-1,6000100000043,6000100000044,-1,22,1.3770508,1.3770508,1.3770508,25848,17.173637,51.22221,40.003414,211073,1,5,4,64.816895,70.95819,-90.48711,47.95784,80.536804,0.07631856,-0.033393618,-0.016124822,15526134,6,965,0.008580157,409
6000100000045,35000600002554,6000100000052,6000100000000,35,1.6302707,6000100000046,-1,6000100000027,6000100000045,-1,33,1.2909851,1.2909851,1.2909851,25848,17.575335,51.86686,39.557224,211075,1,5,4,94.4501,69.099846,-259.63956,33.19591,58.986694,0.057452317,0.06745789,0.13849285,15527458,6,2554,0.02624743,344
6000100000046,34000600002587,6000100000052,6000100000000,34,1.766336,6000100000047,-1,6000100000045,6000100000046,-1,33,1.8073791,1.7213135,1.8073791,25848,17.537678,51.766777,39.69039,211075,1,5,4,86.468864,64.87517,-245.13116,35.119293,68.53699,0.017143505,0.07715086,0.10077148,15527458,6,2587,0.01542203,538
6000100000047,33000600002723,6000100000052,6000100000000,33,1.9126327,6000100000048,-1,6000100000046,6000100000047,-1,30,2.4959044,2.4098387,2.4959044,25848,17.488596,51.744816,39.8254,211073,1,5,4,81.36217,60.240936,-234.35324,39.714016,68.51703,-0.026202342,0.03219135,-0.038212374,15527426,6,2723,0.013482422,594
6000100000048,32000600002604,6000100000052,6000100000000,32,2.0700274,6000100000049,-1,6000100000047,6000100000048,-1,30,2.840167,2.840167,2.840167,25848,17.425112,51.72712,39.973045,211073,1,5,4,72.31181,54.609756,-227.40144,45.363945,87.46302,-0.03449569,0.024602683,-0.019413646,15527457,6,2604,0.0149623295,342
6000100000049,31000600002475,6000100000052,6000100000000,31,2.2394855,6000100000050,-1,6000100000048,6000100000049,-1,30,2.3237731,2.3237731,2.3237731,25848,17.390932,51.707474,40.090294,211077,1,5,4,65.648964,57.37366,-222.84093,40.683826,69.41613,-0.052944414,0.04247189,-0.060236905,15527508,6,2475,0.013135804,957
6000100000050,30000600002933,6000100000052,6000100000000,30,2.422044,6000100000051,-1,6000100000049,6000100000050,-1,26,1.3770508,1.3770508,1.3770508,25848,17.344929,51.66999,40.229412,211077,1,5,4,58.03627,54.89717,-213.78354,35.888306,61.72984,-0.0076837377,0.05683539,-0.060199182,15527508,6,2933,0.014248281,603
6000100000051,29000600002531,6000100000052,6000100000000,29,2.6188614,6000100000052,-1,6000100000050,6000100000051,-1,29,1.3770508,1.3770508,1.3770508,25848,17.335318,51.61004,40.31135,211077,1,5,4,60.13912,55.75112,-204.46553,34.940395,60.391685,0.0013190303,0.05941823,-0.028716795,15527460,6,2531,0.015721222,184
6000100000052,28000600002978,6000100000052,6000100000000,28,2.8311827,-1,-1,6000100000051,6000100000052,-1,23,0.9467224,0.774591,0.9467224,25848,17.328133,51.542336,40.427116,211077,1,5,4,50.25905,61.1414,-192.3193,33.832905,56.515266,-0.066463254,0.016875,-0.0038153469,15527477,6,2978,0.016990978,363
6000100000053,36000600000316,6000100000071,6000100000000,36,1.5036365,6000100000054,-1,6000100000026,6000100000027,-1,30,0.0,0.0,0.0,25851,17.796204,51.875393,39.06542,211082,1,5,4,30.20467,74.09928,-181.54565,50.90163,88.07478,0.015709722,0.08932256,0.059998,15524126,6,316,0.010188151,824
6000100000054,34000600000328,6000100000071,6000100000000,34,1.766336,6000100000055,-1,6000100000053,6000100000029,-1,111,0.0,0.0,0.0,25851,17.769724,51.760143,39.40735,211082,1,5,4,41.219208,99.70797,-250.94862,74.63781,127.55414,0.31345192,-0.03705241,0.020692173,15524124,6,328,0.013995791,981
6000100000055,33000600000374,6000100000071,6000100000000,33,1.9126327,6000100000056,-1,6000100000054,6000100000030,-1,138,0.0,0.0,0.0,25851,17.753399,51.689983,39.543766,211080,1,5,4,35.049004,91.66404,-217.31856,74.251205,126.75581,0.36071882,-0.19856125,-0.07330562,15524126,6,374,0.017575596,146
6000100000056,32000600000553,6000100000071,6000100000000,32,2.0700274,6000100000057,-1,6000100000055,6000100000056,-1,207,17.2992,16.352478,17.901659,25851,17.734331,51.645386,39.65759,211080,1,5,4,34.15928,87.34241,-207.34186,77.35316,129.88187,0.46748292,-0.34060317,-0.16444784,15524126,6,553,0.023140678,26
6000100000057,31000600000592,6000100000071,6000100000000,31,2.2394855,6000100000058,-1,6000100000056,6000100000057,-1,187,15.922149,15.663952,16.266413,25851,17.71855,51.59061,39.774616,211080,1,5,4,36.75282,80.73967,-200.84688,85.00009,137.39078,0.4270383,-0.27372637,-0.2265207,15524080,6,592,0.019843306,137
6000100000058,30000600000568,6000100000071,6000100000000,30,2.422044,6000100000059,-1,6000100000057,6000100000058,-1,166,14.028705,13.942638,14.11477,25851,17.68625,51.53142,39.88197,211080,1,5,4,38.59995,79.74544,-191.43613,83.837555,135.57785,0.39993355,-0.28501007,-0.27231437,15527497,6,568,0.017406557,888
6000100000059,29000600000597,6000100000071,6000100000000,29,2.6188614,6000100000060,-1,6000100000058,6000100000059,-1,143,11.704931,11.360668,11.877063,25851,17.659845,51.463684,40.007004,211080,1,5,4,40.01799,83.24891,-185.88998,73.46095,118.42404,0.39927605,-0.21951534,-0.19333689,15524126,6,597,0.019996125,306
6000100000060,28000600000595,6000100000071,6000100000000,28,2.8311827,6000100000061,-1,6000100000059,6000100000060,-1,136,7.2295165,6.971319,7.4877133,25851,17.633957,51.42052,40.132713,211084,1,5,4,42.82007,82.234955,-171.84239,69.87205,124.94673,0.42267886,-0.23419179,-0.27908674,15524119,6,595,0.021823335,938
6000100000061,27000600000813,6000100000069,6000100000000,27,3.060419,6000100000062,6000100000070,6000100000060,6000100000061,-1,83,6.6270566,6.6270566,6.7131224,25851,17.604467,51.399513,40.22559,211084,1,5,4,38.95503,66.26735,-190.23657,66.54847,115.7772,0.04389808,-0.14423475,-0.04080015,15524080,6,813,0.012896844,248
6000100000062,26000600000745,6000100000069,6000100000000,26,3.3080978,6000100000063,-1,6000100000061,6000100000062,-1,82,6.36886,6.36886,6.799188,25848,17.56779,51.370415,40.32787,211077,1,5,4,40.52707,60.719173,-176.89156,67.86167,111.793304,0.15612349,-0.10547859,-0.037366845,15524126,6,745,0.0136776315,532
6000100000063,25000600000558,6000100000069,6000100000000,25,3.575905,6000100000064,-1,6000100000062,6000100000063,-1,93,6.799188,6.4549255,7.057385,25848,17.54429,51.321377,40.442112,211077,1,5,4,37.868023,58.86796,-171.07225,72.55534,122.14866,0.103092566,-0.017539425,-0.02236451,15524124,6,558,0.012433299,628
6000100000064,24000600000525,6000100000069,6000100000000,24,3.8656828,6000100000065,-1,6000100000063,6000100000064,-1,85,6.540991,6.540991,7.1434507,25848,17.525263,51.293713,40.521618,211077,1,5,4,36.34906,59.62704,-161.56107,77.68178,129.41548,0.08940207,-0.036012992,-0.0308346,15527501,6,525,0.010190559,555
6000100000065,23000600000444,6000100000069,6000100000000,23,4.1794686,6000100000066,-1,6000100000064,6000100000065,-1,84,6.7131224,6.7131224,6.885254,25848,17.49889,51.26044,40.6139,211077,1,5,4,39.07998,63.69851,-156.05844,77.72163,125.169624,0.104602925,-0.042124618,-0.008636219,15524082,6,444,0.011288847,10
6000100000066,22000600000428,6000100000069,6000100000000,22,4.5195556,6000100000067,-1,6000100000065,6000100000066,-1,75,5.4221373,5.4221373,5.4221373,25848,17.4869,51.21677,40.674557,211077,1,5,4,34.533924,60.59569,-145.64552,82.33845,139.23892,0.07655934,-0.04356314,-0.018483534,15524119,6,428,0.00783737,498
6000100000067,21000600000546,6000100000069,6000100000000,21,4.888449,6000100000068,-1,6000100000066,6000100000067,-1,50,3.7868896,3.7868896,3.9590209,25848,17.471266,51.16913,40.740242,211077,1,5,4,40.65268,63.725056,-126.51812,66.43388,114.703026,0.08211219,-0.12025743,0.006498806,15524122,6,546,0.0076118773,420
6000100000068,20000600000416,6000100000069,6000100000000,20,5.2888336,6000100000069,-1,6000100000067,6000100000068,-1,49,2.1516418,2.1516418,2.2377074,25848,17.463192,51.13079,40.80816,211077,1,5,4,41.164562,59.130726,-128.53217,53.699024,94.04851,0.013599995,-0.098925576,0.032568835,15527500,6,416,0.0108497,288
6000100000069,19000600000817,6000100000069,6000100000000,19,5.7238646,-1,-1,6000100000068,6000100000069,-1,25,1.6352477,1.6352477,1.6352477,25848,17.459545,51.101116,40.88451,211077,1,5,4,23.64571,52.916496,-135.50099,45.826965,85.55735,-0.0273014,-0.059966758,-0.0055025974,15524112,6,817,0.007729819,946
6000100000070,27000600002682,6000100000071,6000100000000,27,3.060419,6000100000071,-1,6000100000060,6000100000070,-1,21,1.3770508,1.3770508,1.4631164,25848,17.568884,51.451515,40.066753,211077,1,5,4,79.60131,96.8433,-103.65509,39.033443,65.48312,0.12797137,-0.071688004,0.14408906,15524146,6,2682,0.009495193,538
6000100000071,26000600002532,6000100000071,6000100000000,26,3.3080978,-1,-1,6000100000070,6000100000071,-1,24,1.2909851,1.2909851,1.2909851,25848,17.531063,51.39261,40.125805,211077,1,5,4,82.38863,100.95715,-107.67609,34.976334,65.34262,0.030363215,-0.076781444,0.061873067,15524143,6,2532,0.012374102,609
6000100000072,37000600000314,6000100000075,6000100000000,37,1.3857181,6000100000073,-1,6000100000025,6000100000026,-1,27,0.0,0.0,0.0,25860,17.652388,52.054924,39.037968,209326,1,5,4,242.56761,174.27103,-126.23869,39.72715,65.43026,0.2278225,0.0664824,-0.12747517,15526046,6,314,0.013824619,970
6000100000073,36000600001912,6000100000075,6000100000000,36,1.5036365,6000100000074,-1,6000100000072,6000100000073,-1,31,3.3565612,2.9262328,3.3565612,25848,17.516687,51.965485,39.096794,211075,1,5,4,212.82672,204.33649,-114.94815,35.43558,58.037457,0.22037373,0.037840296,-0.27597043,15526039,6,1912,0.021443509,613
6000100000074,35000600002613,6000100000075,6000100000000,35,1.6302707,6000100000075,-1,6000100000073,6000100000074,-1,30,1.3770508,1.032788,1.3770508,25848,17.410591,51.841522,39.196434,211075,1,5,4,184.57378,207.7614,-107.73959,29.436329,51.165123,0.2840297,0.03795893,-0.28995332,15526039,6,2613,0.02592827,999
6000100000075,34000600002900,6000100000075,6000100000000,34,1.766336,-1,-1,6000100000074,6000100000075,-1,31,0.9467224,0.9467224,1.032788,25848,17.3108,51.744892,39.256004,211073,1,5,4,163.9381,202.00288,-109.36872,27.154007,48.52713,0.23930345,0.023338623,-0.22448184,15525999,6,2900,0.025887826,752
