galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
1000101000000,1000101000113,-1,1000101000000,63000100000553,63000100000553,1000101000000,1000101000001,-1,0,63,0.0,79.52468,6592,31.075552,40.566994,30.13623,89963,3,4,3,340.19397,154.10748,45.00134,1129,79.52468,0.15066548,150.66559,170.51389,1.1589316,3.767467,0.09763933,5.551807,2.423338,0.0010350514,0.025314564,0.055155966,4.6777521E-4,0.08740786,0.03138112,4.063131,0.0,43.801975,0.009931408,0.09563798,-21.197454,-21.704967,-22.25556,-22.774422,-24.23472,-16.03294,-16.82571,-17.501078,-18.049082,-19.381989,-20.66207,-21.299547,-21.935677,-22.540571,-24.16205,7.0524044,618
1000101000001,1000101000113,1000101000000,1000101000001,62000100000552,62000100000552,1000101000000,1000101000002,-1,0,62,0.019932542,79.26648,6592,31.008696,40.541676,30.125658,89963,3,4,3,337.20944,151.59322,44.404556,1116,79.26648,0.14974491,150.88245,172.21986,1.1138824,3.7229292,0.09763933,5.674699,2.4513228,0.0010345984,0.024378747,0.05418911,4.6777521E-4,0.08605821,0.031230612,3.9841337,0.0,43.817287,0.009661206,0.09520504,-21.208227,-21.717896,-22.268375,-22.786495,-24.245552,-16.055878,-16.847702,-17.522305,-18.069626,-19.401577,-20.692905,-21.322826,-21.954754,-22.556417,-24.173803,6.871781,498
1000101000002,1000101000113,1000101000001,1000101000002,61000100000557,61000100000557,1000101000000,1000101000003,-1,0,61,0.041403063,78.75009,6592,30.93499,40.510612,30.111355,89963,3,4,3,331.56677,148.8836,43.638626,1126,78.75009,0.14858912,150.97394,177.81871,1.0658383,3.6771977,0.09763933,5.643205,2.4923232,0.0010341285,0.0234535,0.053191204,4.6777521E-4,0.08560351,0.031200947,4.580284,0.0,43.82406,0.008468911,0.09485624,-21.269728,-21.762503,-22.304958,-22.818163,-24.270092,-16.080318,-16.871023,-17.544743,-18.091213,-19.421906,-20.572886,-21.217264,-21.866222,-22.492039,-24.164679,6.679694,801
1000101000003,1000101000113,1000101000002,1000101000003,60000100000529,60000100000529,1000101000000,1000101000004,-1,0,60,0.064493395,79.52468,6592,30.855452,40.477123,30.100597,89963,3,4,3,326.81357,146.06058,42.432716,1118,79.52468,0.14816178,151.93326,182.89865,1.0517317,3.6223376,0.09763933,5.8322186,2.507531,0.0010336267,0.023144115,0.05199314,4.6777521E-4,0.08467392,0.03074987,4.815168,0.0,43.845333,0.00812679,0.09380921,-21.299603,-21.78687,-22.326405,-22.837538,-24.285797,-16.10623,-16.895653,-17.568323,-18.11381,-19.443075,-20.605253,-21.233171,-21.877522,-22.503355,-24.179419,6.490832,727
1000101000004,1000101000113,1000101000003,1000101000004,59000100000496,59000100000496,1000101000000,1000101000005,-1,0,59,0.08928783,78.664024,6592,30.778446,40.443947,30.091658,89963,3,4,3,321.29346,144.19623,41.796955,1089,78.664024,0.14662972,151.89626,173.68141,1.0571264,3.5623672,0.09763933,5.7298174,2.5221493,0.001033097,0.023282379,0.050681192,4.6777521E-4,0.08316565,0.030274387,5.714479,0.0,43.844135,0.007384764,0.0930296,-21.356186,-21.827986,-22.361633,-22.869362,-24.311184,-16.133663,-16.9216,-17.593084,-18.137424,-19.465017,-20.487871,-21.134792,-21.792696,-22.435505,-24.155651,6.2982593,962
1000101000005,1000101000113,1000101000004,1000101000005,58000100000483,58000100000483,1000101000000,1000101000006,-1,0,58,0.11588337,78.75009,6592,30.690834,40.41053,30.078526,89963,3,4,3,312.27332,139.30986,39.46565,1063,78.75009,0.14559463,152.5186,167.75764,1.1407279,3.488595,0.09763933,5.7748957,2.4859023,0.001032545,0.024563225,0.049084924,4.6777521E-4,0.080847286,0.029023966,4.99916,0.0,43.851765,0.008616318,0.09153652,-21.3126,-21.80297,-22.34434,-22.854528,-24.2971,-16.162722,-16.948929,-17.619028,-18.162022,-19.487745,-20.660257,-21.289438,-21.921583,-22.52739,-24.164871,6.1178627,897
1000101000006,1000101000113,1000101000005,1000101000006,57000100000478,57000100000478,1000101000000,1000101000007,-1,0,57,0.14438343,78.664024,6592,30.603258,40.374664,30.068987,89963,3,4,3,308.83008,137.29845,39.901188,1063,78.664024,0.14435422,153.08876,174.95822,1.1550552,3.4219081,0.09763933,5.8030996,2.4996433,0.0010319649,0.024938717,0.04765774,4.6777521E-4,0.078910224,0.028500771,5.952089,0.0,43.85907,0.007906163,0.09013686,-21.369648,-21.847685,-22.384933,-22.892195,-24.329538,-16.193434,-16.977692,-17.64621,-18.1877,-19.511293,-20.636572,-21.26255,-21.901516,-22.519918,-24.191164,5.91337,987
1000101000007,1000101000113,1000101000006,1000101000007,56000100000494,56000100000494,1000101000000,1000101000008,-1,0,56,0.17489761,77.28697,6592,30.513144,40.337082,30.05697,89963,3,4,3,304.65656,134.11183,38.105404,1080,77.28697,0.14222126,152.87654,180.76427,1.2745229,3.3401213,0.09763933,5.570992,2.4644418,0.0010313714,0.02681124,0.04592272,4.6777521E-4,0.075712204,0.027253762,5.244124,0.0,43.84259,0.009423179,0.08856245,-21.323446,-21.825651,-22.373075,-22.883053,-24.3258,-16.226122,-17.008142,-17.674837,-18.214676,-19.536304,-20.732937,-21.357105,-21.985561,-22.584055,-24.21368,5.723815,932
1000101000008,1000101000113,1000101000007,1000101000008,55000100000480,55000100000480,1000101000000,1000101000009,-1,0,55,0.20754863,75.73779,6592,30.418364,40.297832,30.043211,89963,3,4,3,296.45053,130.66212,37.05616,1084,75.73779,0.13987611,152.59999,175.58437,1.3432692,3.2661147,0.09763933,5.3094606,2.4724262,0.0010307807,0.027656121,0.044388942,4.6777521E-4,0.07334057,0.026414977,4.1482396,0.0,43.82894,0.0114097595,0.08731886,-21.299854,-21.821844,-22.371431,-22.877651,-24.31389,-16.261595,-17.041023,-17.705719,-18.24388,-19.563814,-20.855469,-21.47059,-22.07881,-22.649132,-24.222946,5.510468,465
1000101000009,1000101000113,1000101000008,1000101000009,54000100000496,54000100000496,1000101000000,1000101000010,-1,0,54,0.24246909,76.426315,6592,30.330166,40.251125,30.037573,89963,3,4,3,293.98734,129.93071,36.809994,1058,76.426315,0.13878745,153.8921,173.10904,1.2891746,3.2061694,0.09763933,5.4574547,2.5597808,0.0010301729,0.026820883,0.0431582,4.6777521E-4,0.0721396,0.026520811,5.7339563,0.0,43.85228,0.009054299,0.085671954,-21.472466,-21.942118,-22.463202,-22.953121,-24.367718,-16.299751,-17.076223,-17.738699,-18.27504,-19.59306,-20.916403,-21.486488,-22.088673,-22.672308,-24.277302,5.262984,184
