galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
1000107000000,1000107000089,-1,1000107000000,63000100000569,63000100000569,1000107000000,1000107000001,-1,0,63,0.0,73.844345,6707,27.526857,51.764168,26.145138,96994,3,5,2,369.7769,293.27975,83.369896,966,73.844345,0.14698924,146.98933,152.85542,1.9026656,2.3969243,0.1828587,5.077439,2.2610805,8.0518844E-4,0.030743698,0.030028835,0.0014955697,0.050210584,0.020935725,2.7017174,0.0,43.73466,0.0212714,0.08427201,-20.834877,-21.328985,-21.862726,-22.359276,-23.773684,-16.608757,-17.459267,-18.168194,-18.76348,-20.227032,-20.65286,-21.185968,-21.749384,-22.277409,-23.749641,6.835853,73
1000107000001,1000107000089,1000107000000,1000107000001,62000100000559,62000100000559,1000107000000,1000107000002,-1,0,62,0.019932542,72.38123,6707,27.449549,51.710396,26.118986,96992,3,5,2,368.842,289.19705,80.731926,947,72.38123,0.14527723,146.38083,152.95041,1.8092152,2.3673093,0.1828587,4.885639,2.3246174,8.048834E-4,0.029568195,0.029548977,0.0014955697,0.049701326,0.021395085,3.1240149,0.0,43.72607,0.018410606,0.08447362,-20.896343,-21.374353,-21.90056,-22.391869,-23.799673,-16.634722,-17.483103,-18.190554,-18.784344,-20.245907,-20.649881,-21.184118,-21.75071,-22.28356,-23.767405,6.656302,160
1000107000002,1000107000089,1000107000001,1000107000002,61000100000564,61000100000564,1000107000000,1000107000003,-1,0,61,0.041403063,71.17631,6707,27.373497,51.65351,26.100975,96992,3,5,2,365.69202,287.2016,75.99213,968,71.17631,0.14366418,145.96994,158.00882,1.74885,2.331451,0.1828587,4.7291746,2.3647158,8.045728E-4,0.028628329,0.028964281,0.0014955697,0.04894168,0.021539493,2.8803308,0.0,43.71902,0.018697906,0.08430794,-20.88624,-21.373829,-21.903177,-22.394787,-23.802053,-16.66245,-17.508461,-18.214262,-18.806389,-20.265772,-20.659681,-21.198109,-21.76418,-22.293964,-23.771757,6.480725,298
1000107000003,1000107000089,1000107000002,1000107000003,60000100000535,60000100000535,1000107000000,1000107000004,-1,0,60,0.064493395,70.65992,6700,27.286476,51.593838,26.089184,96937,3,5,2,364.73428,287.16052,72.92082,917,70.65992,0.14243825,146.06401,155.05342,1.6629814,2.2969518,0.1828587,4.6912622,2.4359381,8.042525E-4,0.027426595,0.028399635,0.0014955697,0.04843345,0.02194001,3.4363503,0.0,43.723022,0.015858477,0.083757214,-20.967485,-21.435137,-21.955397,-22.44155,-23.845089,-16.691916,-17.535332,-18.239313,-18.829626,-20.286589,-20.707804,-21.225054,-21.786251,-22.318079,-23.808237,6.288067,866
1000107000004,1000107000089,1000107000003,1000107000004,59000100000508,59000100000508,1000107000000,1000107000005,-1,0,59,0.08928783,71.17631,6700,27.19956,51.52838,26.078587,96937,3,5,2,363.24756,289.62573,70.4507,893,71.17631,0.1418214,146.91522,154.46274,1.613093,2.2541535,0.1828587,4.826134,2.4805398,8.039129E-4,0.026627058,0.02769714,0.0014955697,0.047463804,0.022066697,3.258922,0.0,43.739223,0.015863981,0.08223066,-20.979813,-21.450588,-21.969345,-22.452375,-23.848186,-16.723251,-17.563786,-18.265736,-18.854076,-20.30848,-20.69403,-21.22721,-21.791063,-22.321709,-23.807701,6.1053176,105
1000107000005,1000107000089,1000107000004,1000107000005,58000100000507,58000100000507,1000107000000,1000107000006,-1,0,58,0.11588337,71.52058,6700,27.114025,51.447178,26.068268,96937,3,5,2,355.17566,286.36954,65.590485,823,71.52058,0.14099552,147.70079,152.85547,1.5219756,2.2120817,0.1828587,5.036884,2.5559835,8.03536E-4,0.02576787,0.026999634,0.0014955697,0.045043156,0.022628164,4.232949,0.0,43.753014,0.0127517795,0.080108225,-21.091421,-21.52705,-22.028696,-22.501863,-23.883385,-16.756796,-17.5942,-18.29398,-18.880281,-20.332336,-20.545994,-21.103159,-21.683258,-22.237652,-23.783796,5.90827,194
1000107000006,1000107000089,1000107000005,1000107000006,57000100000493,57000100000493,1000107000000,1000107000007,-1,0,57,0.14438343,70.91811,6700,27.024157,51.367588,26.048807,96937,3,5,2,359.23123,288.3527,66.65009,851,70.91811,0.13945149,147.88937,150.16397,1.5423158,2.1556153,0.1828587,4.9450884,2.5832822,8.031468E-4,0.026300572,0.02604564,0.0014955697,0.042159896,0.02290054,3.4517097,0.0,43.73827,0.014786959,0.07787074,-21.091372,-21.524101,-22.018806,-22.488758,-23.866093,-16.79295,-17.627104,-18.324606,-18.90891,-20.358927,-20.78171,-21.270802,-21.81361,-22.338308,-23.820843,5.73824,451
1000107000007,1000107000089,1000107000006,1000107000007,56000100000508,56000100000508,1000107000000,1000107000008,-1,0,56,0.17489761,69.713196,6700,26.93066,51.27993,26.034206,96937,3,5,2,359.9594,293.8377,65.48231,833,69.713196,0.13741498,147.71017,152.51118,1.508186,2.108186,0.1828587,4.7251515,2.6690001,8.02754E-4,0.026537452,0.025228648,0.0014955697,0.03902566,0.023786679,10.404793,4.222857E-5,43.71041,0.014104473,0.075627014,-21.459145,-21.783964,-22.22304,-22.655523,-23.962526,-16.8321,-17.66287,-18.358044,-18.940428,-20.388935,-21.079737,-21.476862,-21.97052,-22.464138,-23.89572,5.5334134,517
1000107000008,1000107000056,1000107000007,1000107000008,55000100000491,55000100000491,1000107000000,1000107000009,1000107000057,0,55,0.20754863,68.16401,6700,26.829517,51.18532,26.015224,96937,3,5,2,361.3443,289.3334,62.67744,878,68.16401,0.1350489,147.33368,149.27348,1.9980934,1.8135643,0.035071462,4.5253115,2.2250004,1.6123134E-4,0.031844612,0.02162666,2.1476694E-4,0.03034621,0.020800037,3.3329463,0.0,43.888836,0.019058818,0.069835775,-20.814678,-21.281471,-21.806602,-22.29476,-23.692102,-15.017906,-15.822408,-16.505768,-17.068838,-18.448515,-20.559402,-21.079868,-21.643019,-22.17272,-23.652254,5.4090543,911
1000107000009,1000107000056,1000107000008,1000107000009,54000100000508,54000100000508,1000107000000,1000107000010,-1,0,54,0.24246909,58.180393,6700,26.725794,51.084435,25.998016,96937,2,5,2,365.30966,291.94165,61.12549,820,58.180393,0.12672475,140.51659,149.93886,1.8768846,1.7654003,0.035071462,2.9363074,2.2812345,1.6116578E-4,0.031407133,0.02083872,2.1476694E-4,0.027827153,0.021782143,3.0790346,0.0,43.717625,0.018845351,0.07282895,-20.787397,-21.264334,-21.791697,-22.28,-23.678602,-15.053793,-15.855167,-16.536285,-17.097439,-18.4753,-20.453468,-21.006868,-21.57972,-22.115873,-23.615658,5.2046695,724
