galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
3000100000000,3000100000279,-1,3000100000000,63000300000840,63000300000840,3000100000000,3000100000001,-1,0,63,0.0,350.63153,12924,58.702118,6.984461,6.4878445,37874,6,0,0,-174.76501,34.608986,213.94269,5133,350.63153,0.24705678,247.05695,282.6519,0.07269933,7.448934,2.0866292,48.56417,2.3941943E-4,0.0057625496,0.0021733562,0.09773823,0.024238743,0.37275252,1.6168194E-6,0.0,0.0,0.0,0.02548793,0.079002075,-20.509653,-21.407799,-22.139872,-22.772343,-24.345608,-19.141193,-20.026546,-20.753422,-21.375364,-22.915077,-20.499165,-21.399105,-22.132822,-22.767195,-24.344084,10.205914,562
3000100000001,3000100000279,3000100000000,3000100000001,62000300000837,62000300000837,3000100000000,3000100000002,-1,0,62,0.019932542,345.7258,12924,58.733273,6.972981,6.455652,37874,6,0,0,-169.56036,34.73548,211.0009,4923,345.7258,0.24466178,246.52036,266.1803,0.07269933,7.448934,2.0866292,47.77304,2.6421732E-4,0.0057522054,0.0021733562,0.09773823,0.024238743,0.37272874,1.7842822E-6,0.0,0.0,0.0,0.021796646,0.07941661,-20.552309,-21.44491,-22.173628,-22.802937,-24.37404,-19.168415,-20.051363,-20.77656,-21.396807,-22.9341,-20.537909,-21.432987,-22.163961,-22.79588,-24.37195,9.942484,769
3000100000002,3000100000279,3000100000001,3000100000002,61000300000850,61000300000850,3000100000000,3000100000003,-1,0,61,0.041403063,341.85284,12924,58.764187,6.968716,6.411997,37874,6,0,0,-169.46873,32.716324,212.397,4870,341.85284,0.24239095,246.28127,260.19507,0.07269933,7.448934,2.0866292,47.118984,2.9317607E-4,0.0057414025,0.0021733562,0.09773823,0.024238743,0.3727127,1.9798435E-6,0.0,0.0,0.0,0.024170807,0.0795345,-20.596703,-21.476944,-22.199436,-22.824402,-24.389296,-19.197432,-20.077705,-20.801039,-21.41939,-22.95387,-20.584915,-21.46722,-22.191566,-22.818663,-24.387598,9.666631,509
3000100000003,3000100000279,3000100000002,3000100000003,60000300000834,60000300000834,3000100000000,3000100000004,-1,0,60,0.064493395,341.9389,12924,58.798557,6.9639378,6.3705688,37874,6,0,0,-171.7525,31.449606,215.27502,4894,341.9389,0.24092677,247.05957,260.71518,0.07269933,7.448934,2.0866292,47.13354,3.2708596E-4,0.0057300013,0.0021733562,0.09773823,0.024238743,0.37265542,2.20884E-6,0.0,0.0,0.0,0.024758166,0.07862232,-20.666002,-21.524248,-22.236973,-22.856405,-24.414944,-19.22834,-20.105665,-20.82694,-21.443203,-22.974543,-20.654615,-21.514915,-22.229443,-22.850918,-24.413324,9.378776,258
3000100000004,3000100000279,3000100000003,3000100000004,59000300000838,59000300000838,3000100000000,3000100000005,-1,0,59,0.08928783,337.89383,12924,58.82799,6.954847,6.318215,37874,6,0,0,-175.42255,30.772234,217.51915,4889,337.89383,0.2383545,246.91554,262.91232,0.07269933,7.448934,2.0866292,46.442005,3.6690407E-4,0.0057181283,0.0021733562,0.09773823,0.024238743,0.37254485,2.4777348E-6,3.4878957,0.0,0.0,0.0249928,0.07859773,-20.80002,-21.601889,-22.293743,-22.902014,-24.447474,-19.261402,-20.135523,-20.85458,-21.468641,-22.996746,-20.788485,-21.592583,-22.286278,-22.896593,-24.445877,9.079459,697
3000100000005,3000100000221,3000100000004,3000100000005,58000300000810,58000300000810,3000100000000,3000100000006,3000100000222,0,58,0.11588337,330.83643,12924,58.869442,6.946918,6.264347,37874,6,0,0,-177.55888,30.647705,216.64622,4808,330.83643,0.23492691,246.09923,263.5709,0.37214255,5.966904,0.64962703,45.078815,4.1381008E-4,0.004448232,0.008163431,0.078088455,0.005629478,0.36405617,2.7944943E-6,0.0,0.0,0.0,0.02316494,0.07855842,-20.388304,-21.277506,-22.00265,-22.627323,-24.186129,-18.037073,-18.881092,-19.585304,-20.175032,-21.63026,-20.337318,-21.235163,-21.96825,-22.602161,-24.17867,8.876009,984
3000100000006,3000100000221,3000100000005,3000100000006,57000300000768,57000300000768,3000100000000,3000100000007,-1,0,57,0.14438343,327.82413,12924,58.909176,6.9368196,6.2041636,37874,6,0,0,-181.0938,28.65579,217.36072,4764,327.82413,0.232301,246.357,263.8411,0.37214255,5.966904,0.64962703,44.445892,4.692495E-4,0.0044355933,0.008163431,0.078088455,0.005629478,0.36405164,3.168882E-6,0.0,0.0,0.0,0.025707077,0.07809222,-20.427843,-21.31235,-22.03439,-22.65608,-24.210573,-18.069658,-18.910873,-19.61305,-20.20075,-21.653212,-20.386314,-21.277882,-22.006405,-22.635622,-24.204515,8.555416,809
3000100000007,3000100000221,3000100000006,3000100000007,56000300000784,56000300000784,3000100000000,3000100000008,-1,0,56,0.17489761,323.95117,12924,58.96091,6.9378304,6.1473737,37874,6,0,0,-183.9528,30.653374,219.3519,4706,323.95117,0.22930962,246.48961,266.11426,0.37214255,5.966904,0.64962703,43.861294,5.349975E-4,0.0044224826,0.008163431,0.078088455,0.005629478,0.36373973,3.6128847E-6,0.0,0.0,0.0,0.026386844,0.07777409,-20.470648,-21.349936,-22.068636,-22.687244,-24.237701,-18.1041,-18.942194,-19.64213,-20.227709,-21.677496,-20.431171,-21.317186,-22.04205,-22.667812,-24.23195,8.225192,246
3000100000008,3000100000221,3000100000007,3000100000008,55000300000740,55000300000740,3000100000000,3000100000009,-1,0,55,0.20754863,325.24216,12924,59.010666,6.9323397,6.08429,37874,6,0,0,-187.75047,29.836483,218.702,4659,325.24216,0.22735697,248.03859,266.63196,0.37214255,5.966904,0.64962703,44.207737,6.13256E-4,0.004408662,0.008163431,0.078088455,0.005629478,0.36229438,4.141371E-6,0.0,0.0,0.0,0.026207514,0.07605417,-20.518139,-21.391079,-22.105824,-22.720951,-24.266499,-18.140709,-18.975418,-19.672941,-20.256325,-21.703548,-20.478073,-21.357851,-22.078856,-22.701242,-24.260668,7.8860335,567
3000100000009,3000100000221,3000100000008,3000100000009,54000300000746,54000300000746,3000100000000,3000100000010,-1,0,54,0.24246909,348.30777,12924,59.077137,6.9248204,6.020854,37874,6,0,0,-194.69475,30.675438,222.93288,4506,348.30777,0.2301037,255.14658,268.30164,0.37214255,5.966904,0.64962703,48.106472,7.0675515E-4,0.004393571,0.008163431,0.078088455,0.005629478,0.36209738,4.7727785E-6,0.0,0.0,0.0,0.024002101,0.06996086,-20.57412,-21.43869,-22.148907,-22.760767,-24.302826,-18.17959,-19.010622,-19.705568,-20.286644,-21.73128,-20.526344,-21.399078,-22.116756,-22.737267,-24.295868,7.5387464,10
3000100000010,3000100000221,3000100000009,3000100000010,53000300000759,53000300000759,3000100000000,3000100000011,-1,0,53,0.2798018,369.56598,12924,59.14194,6.9185557,5.9413996,37874,6,0,0,-199.53412,30.241268,218.18668,4294,369.56598,0.23192573,261.78305,268.52594,0.37214255,5.966904,0.64962703,51.712276,8.1889087E-4,0.004377318,0.008163431,0.078088455,0.005629478,0.360194,5.5300407E-6,0.4337172,1.5333046E-7,0.0,0.022459991,0.06484361,-20.649523,-21.495731,-22.19821,-22.80533,-24.34268,-18.220919,-19.04795,-19.740112,-20.31868,-21.760302,-20.594833,-21.450455,-22.161472,-22.778477,-24.334728,7.184177,551
3000100000011,3000100000193,3000100000010,3000100000011,52000300000766,52000300000766,3000100000000,3000100000012,3000100000194,0,52,0.31970343,367.15616,12925,59.22448,6.906991,5.85217,37846,6,0,0,-208.0063,34.450172,212.62178,4137,367.15616,0.22843781,262.9126,272.12033,0.38303646,5.912026,0.60126245,51.184235,9.5391076E-4,0.004282398,0.008257016,0.077660896,0.0053393883,0.35609528,6.4418423E-6,0.0,0.0,0.0,0.022828853,0.063550934,-20.665367,-21.519571,-22.223343,-22.830088,-24.367304,-18.162802,-18.98893,-19.680021,-20.258406,-21.703028,-20.617954,-21.480303,-22.191486,-22.806816,-24.360424,6.825452,676
3000100000012,3000100000193,3000100000011,3000100000012,51000300000755,51000300000755,3000100000000,3000100000013,-1,0,51,0.36234027,356.82828,12925,59.3142,6.894233,5.767593,37846,6,0,0,-206.16463,38.221928,201.72437,4265,356.82828,0.22309236,262.2752,268.8973,0.38303646,5.912026,0.60126245,49.39749,0.001117126,0.004265524,0.008257016,0.077660896,0.0053393883,0.35481468,7.544047E-6,0.3308541,3.0471735E-6,0.0,0.024051849,0.06354894,-20.936224,-21.680285,-22.361677,-22.961323,-24.489119,-18.208858,-19.03045,-19.71843,-20.294077,-21.735567,-20.850046,-21.624695,-22.318527,-22.928595,-24.477003,6.459182,173
3000100000013,3000100000168,3000100000012,3000100000013,50000300000723,50000300000723,3000100000000,3000100000014,3000100000169,0,50,0.40789944,348.4799,12925,59.40557,6.880916,5.693357,37846,6,0,0,-206.19376,43.796562,192.7368,4074,348.4799,0.21794574,262.23135,264.44946,0.37305045,5.8945208,0.5888596,47.927746,0.0013152455,0.0041930694,0.008406998,0.07751425,0.005299422,0.35339332,8.881965E-6,0.0,0.0,0.0,0.021948488,0.06313336,-20.767548,-21.616425,-22.314188,-22.913961,-24.442368,-18.22584,-19.045744,-19.732382,-20.307468,-21.751308,-20.709478,-21.568312,-22.27515,-22.885445,-24.433939,6.0930057,948
3000100000014,3000100000168,3000100000013,3000100000014,49000300000718,49000300000718,3000100000000,3000100000015,-1,0,49,0.45657724,301.91837,12925,59.504078,6.858955,5.6356277,37846,6,0,0,-201.69234,42.831608,183.49843,3921,301.91837,0.20430708,252.10011,260.03198,0.37305045,5.8945208,0.5888596,39.995186,0.0015567136,0.004177007,0.008406998,0.07751425,0.005299422,0.35286456,1.0512622E-5,0.0,0.0,0.0,0.01925828,0.0699638,-20.839523,-21.678408,-22.369997,-22.96475,-24.487772,-18.279064,-19.09439,-19.77803,-20.350674,-21.793219,-20.76425,-21.616032,-22.31937,-22.927752,-24.476828,5.7192135,148
3000100000015,3000100000168,3000100000014,3000100000015,48000300000733,48000300000733,3000100000000,3000100000016,-1,0,48,0.5085914,279.2831,12925,59.59513,6.8255615,5.554487,37845,6,0,0,-202.04358,44.169792,178.36452,3734,279.2831,0.19546522,247.88916,268.1366,0.37305045,5.8945208,0.5888596,36.102245,0.0018522552,0.004161212,0.008406998,0.07751425,0.005299422,0.3517999,1.2508439E-5,0.49237806,4.0990836E-4,0.0,0.0122674005,0.07303217,-20.931913,-21.753443,-22.436504,-23.02533,-24.54273,-18.335405,-19.145824,-19.826094,-20.395966,-21.837185,-20.750305,-21.602468,-22.313549,-22.935093,-24.515823,5.34338,30
3000100000016,3000100000152,3000100000015,3000100000016,47000300000693,47000300000693,3000100000000,3000100000017,3000100000153,0,47,0.5641766,273.0003,12925,59.687138,6.8012323,5.4799085,37845,6,0,0,-197.22107,36.79094,178.80493,3654,273.0003,0.19018565,248.46355,271.2351,0.32806736,5.8846874,0.58673704,34.55194,0.0022155058,0.004052188,0.009132502,0.077346854,0.0052983505,0.34789297,1.49615025E-5,0.0,0.0,0.0,0.008586663,0.071665086,-20.985086,-21.811312,-22.493784,-23.080362,-24.596243,-18.38157,-19.189848,-19.867832,-20.435493,-21.876648,-20.571602,-21.463486,-22.20769,-22.868053,-24.531643,4.973769,707
