haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
6000035001142,63000600000104,6000035002148,6000035000000,63,0.0,6000035001143,-1,-1,6000035001142,6000035000000,1454,4531.0996,3785.0823,4297.173,27548,4.558163,58.26416,42.7335,207990,0,6,4,-174.59222,334.15488,-641.0495,203.6493,316.82318,0.19751163,0.93567705,-1.0682245,16497532,6,104,0.029151104,283
6000035001143,62000600000095,6000035002148,6000035000000,62,0.019932542,6000035001144,-1,6000035001142,6000035001143,6000035000001,3787,4493.403,3616.6516,4223.673,27548,4.5999436,58.207096,42.842983,207990,0,6,4,-216.22845,240.20802,-522.12933,232.90936,373.51523,-0.018613618,1.7214113,-2.3086765,16497532,6,95,0.051949017,629
6000035001144,61000600000107,6000035002148,6000035000000,61,0.041403063,6000035001145,-1,6000035001143,6000035001144,6000035000002,4198,4387.1113,2800.1467,3993.8774,27548,4.6471376,58.159794,42.94539,207990,0,6,4,-222.5717,221.27051,-455.2472,223.5755,368.88065,-0.22950959,1.264876,-2.8000054,16497532,6,107,0.05892619,341
6000035001145,60000600000041,6000035002148,6000035000000,60,0.064493395,6000035001146,-1,6000035001144,6000035001145,6000035000003,32391,4141.5664,2593.7612,3654.6067,27525,4.693596,58.111717,43.03852,208210,0,6,4,-276.87656,213.73979,-281.75385,316.06223,455.008,5.835182,12.879491,-3.2536666,16494210,6,41,0.29153764,349
6000035001146,59000600000108,6000035002086,6000035000000,59,0.08928783,6000035001147,6000035002087,6000035001145,6000035001146,6000035000004,29283,3791.7952,2525.3389,2946.2861,27525,4.7680283,58.059658,43.11435,208210,0,6,4,-288.60773,206.1678,-289.8249,321.67343,465.32535,0.89228886,12.889101,-3.6714582,16494703,6,108,0.25118643,541
6000035001147,58000600000107,6000035001981,6000035000000,58,0.11588337,6000035001148,6000035001982,6000035001146,6000035001147,6000035000005,29235,3109.897,2443.1462,2791.454,27525,4.8400807,57.992634,43.15888,208210,0,6,4,-294.01117,195.05176,-269.5896,337.27063,495.89026,-0.5852053,12.046259,-3.6482036,16722726,6,107,0.2201251,796
6000035001148,57000600000060,6000035001918,6000035000000,57,0.14438343,6000035001149,6000035001919,6000035001147,6000035001148,6000035000006,27946,2960.315,2320.5027,2697.4702,27525,4.960529,57.919384,43.158928,208211,0,6,4,-319.76834,181.7524,-275.06088,321.8074,495.2161,-1.3631599,12.648437,-4.154986,16719646,6,60,0.21384391,981
6000035001149,56000600000052,6000035001890,6000035000000,56,0.17489761,6000035001150,6000035001891,6000035001148,6000035001149,6000035000007,21834,2760.7285,2160.8508,2509.0725,27525,5.123435,57.870327,43.19604,208211,0,6,4,-412.62952,152.88228,-264.4717,273.73383,420.0117,-0.566346,7.8143334,-2.1659515,16494210,6,52,0.23168732,394
6000035001150,55000600000065,6000035001874,6000035000000,55,0.20754863,6000035001151,6000035001875,6000035001149,6000035001150,6000035000716,19148,2493.3225,1504.6862,2296.9207,27525,5.293462,57.845253,43.260464,208211,0,6,4,-437.0453,136.35876,-263.36475,252.22995,414.63318,1.5291163,4.809783,-1.0950865,16497424,6,65,0.21861547,736
6000035001151,54000600000112,6000035001874,6000035000000,54,0.24246909,6000035001152,-1,6000035001150,6000035001151,6000035000717,17881,2006.9653,1322.1409,1599.0142,27525,5.4593577,57.817894,43.33719,208211,0,6,4,-444.574,134.10396,-265.3859,254.10747,431.9624,2.0742939,1.5816047,0.1717029,16497594,6,112,0.20233892,657
6000035001152,53000600000060,6000035001690,6000035000000,53,0.2798018,6000035001153,6000035001691,6000035001151,6000035001152,6000035000718,16322,1554.8624,1307.7678,1464.1492,27525,5.6139793,57.760063,43.424976,208211,0,6,4,-437.70947,133.21179,-260.12512,252.43364,409.58527,3.2241046,-1.964259,0.9236899,16719647,6,60,0.18107499,33
6000035001153,52000600000053,6000035001690,6000035000000,52,0.31970343,6000035001154,-1,6000035001152,6000035001153,6000035000719,15192,1467.5057,1260.0015,1398.1368,27525,5.775074,57.70627,43.511036,208211,0,6,4,-421.7047,130.8408,-255.9199,262.06995,419.42426,3.9124424,-3.5854583,3.3019526,16497594,6,53,0.16014251,536
6000035001154,51000600000119,6000035001686,6000035000000,51,0.36234027,6000035001155,6000035001687,6000035001153,6000035001154,6000035001746,13958,1397.7926,1189.8579,1325.8417,27524,5.9421697,57.68479,43.598747,208218,0,6,4,-414.70483,118.20982,-246.16534,283.65527,447.0591,4.4651403,-4.5234413,4.7614503,16494204,6,119,0.1299028,393
6000035001155,50000600000125,6000035001609,6000035000000,50,0.40789944,6000035001156,6000035001610,6000035001154,6000035001155,6000035002162,13500,1314.3949,1065.0626,1241.7555,27524,6.1309457,57.714077,43.684875,208218,0,6,4,-405.10333,115.624695,-238.02731,261.25247,420.10254,4.753461,-4.2670774,4.8108454,16719647,6,125,0.14628418,174
6000035001156,49000600000120,6000035001585,6000035000000,49,0.45657724,6000035001157,6000035001586,6000035001155,6000035001156,6000035001748,12085,1177.8087,925.55023,1091.3127,27524,6.3215365,57.7096,43.751175,208218,0,6,4,-412.76675,100.21247,-223.17383,228.6098,389.72525,4.432559,-3.7804964,4.829598,16719633,6,120,0.16651343,171
6000035001157,48000600000120,6000035001544,6000035000000,48,0.5085914,6000035001158,6000035001545,6000035001156,6000035001157,6000035001749,10734,990.788,715.8942,859.1936,27524,6.5211477,57.69868,43.82784,208218,0,6,4,-418.13528,88.60081,-213.56133,214.80627,382.371,4.5620074,-4.6266656,2.958186,16494197,6,120,0.15512662,620
6000035001158,47000600000106,6000035001544,6000035000000,47,0.5641766,6000035001159,-1,6000035001157,6000035001158,6000035001750,9792,825.8001,687.9229,781.82056,27524,6.708129,57.66533,43.915756,208218,0,6,4,-416.91705,88.01264,-207.36275,210.14032,376.81967,3.9448519,-4.660871,2.2970562,16725503,6,106,0.14141767,639
6000035001159,46000600000102,6000035001544,6000035000000,46,0.6235901,6000035001160,-1,6000035001158,6000035001159,6000035001751,8927,781.132,673.3778,749.3738,27524,6.8974156,57.634975,44.005978,208223,0,6,4,-403.20618,91.57815,-198.04045,215.92299,383.62073,2.9062178,-4.440582,1.2135735,16497487,6,102,0.12147377,685
6000035001160,45000600000161,6000035001544,6000035000000,45,0.6871088,6000035001161,-1,6000035001159,6000035001160,6000035001615,7750,752.214,652.89417,725.70575,27524,7.0865107,57.594875,44.103115,208221,0,6,4,-403.62427,94.99934,-193.45946,228.09354,390.4012,2.2380745,-3.3006701,-0.4253303,16497487,6,161,0.09781778,40
6000035001161,44000600000169,6000035001526,6000035000000,44,0.75503564,6000035001162,6000035001527,6000035001160,6000035001161,6000035001616,7594,736.1197,648.8491,715.37787,27524,7.2719245,57.546467,44.19884,208221,0,6,4,-389.03333,103.75435,-189.11256,228.29247,389.93478,1.828864,-2.628051,-0.059939437,16497575,6,169,0.09403223,608
6000035001162,43000600000198,6000035001526,6000035000000,43,0.8276991,6000035001163,-1,6000035001161,6000035001162,6000035001722,7308,703.6729,641.96387,689.9024,27524,7.461731,57.496758,44.28711,208221,0,6,4,-375.96555,110.55544,-183.64088,227.75148,383.76733,2.0808172,-2.2572098,0.05269887,16497594,6,198,0.09329368,704
6000035001163,42000600000142,6000035001522,6000035000000,42,0.9054624,6000035001164,6000035001523,6000035001162,6000035001163,6000035001618,7125,675.1852,615.1974,662.7057,27524,7.65631,57.437878,44.377495,208221,0,6,4,-370.4092,115.26402,-183.88083,231.62787,391.30475,2.2031314,-1.7640215,0.390633,16686034,6,142,0.08714717,769
6000035001164,41000600000095,6000035001449,6000035000000,41,0.98870814,6000035001165,6000035001450,6000035001163,6000035001164,6000035001619,6905,640.931,578.53345,631.8081,27515,7.837477,57.364857,44.47155,208660,0,6,4,-356.15448,118.38548,-182.15614,229.39227,392.2925,2.176098,-1.8834068,0.53991896,16497487,6,95,0.086368,729
6000035001165,40000600000118,6000035001447,6000035000000,40,1.0778745,6000035001166,6000035001448,6000035001164,6000035001165,6000035001620,6447,607.5376,536.1031,601.513,27515,8.026937,57.302387,44.561054,208660,0,6,4,-341.32108,118.31629,-177.8573,228.98189,388.7175,2.2027962,-2.0602539,0.68586993,16497487,6,118,0.0808197,276
6000035001166,39000600000092,6000035001446,6000035000000,39,1.173417,6000035001167,6000035001447,6000035001165,6000035001166,6000035001621,6510,580.68506,529.3039,577.32855,27515,8.187117,57.23774,44.662094,208660,0,6,5,-331.47205,116.38158,-178.9819,224.13387,379.93118,2.2513962,-2.386439,0.75126255,16497487,6,92,0.08748726,959
6000035001167,38000600000097,6000035001446,6000035000000,38,1.2758462,6000035001168,-1,6000035001166,6000035001167,6000035001622,6114,568.46375,525.34485,568.46375,27515,8.379185,57.193047,44.775597,208660,0,6,5,-313.59705,115.87376,-175.07841,228.4733,375.8038,2.0987437,-1.8248684,0.513176,16527853,6,97,0.080217816,946
6000035001168,37000600000087,6000035001425,6000035000000,37,1.3857181,6000035001169,6000035001426,6000035001167,6000035001168,6000035001454,5574,561.5785,517.8571,563.55804,27515,8.540019,57.130543,44.882484,208660,0,6,5,-308.03882,119.6053,-180.20892,244.3612,392.21527,1.6025034,-1.8424215,0.8293954,16686001,6,87,0.06765637,555
6000035001169,36000600000088,6000035001403,6000035000000,36,1.5036365,6000035001170,6000035001404,6000035001168,6000035001169,6000035001455,5132,523.1072,495.73828,528.9596,27512,8.736874,57.07456,44.98809,208688,0,6,5,-300.61462,124.67551,-175.16162,246.60617,390.48187,1.8560334,-1.2719437,0.88286984,16686001,6,88,0.06298589,364
6000035001170,35000600000084,6000035001361,6000035000000,35,1.6302707,6000035001171,6000035001362,6000035001169,6000035001170,6000035001405,5134,473.44727,453.48,479.64398,27512,8.88338,57.004986,45.072914,208689,0,6,5,-288.17807,109.598694,-151.77531,242.01498,392.24982,2.0979614,-1.4827588,0.98536325,16494321,6,84,0.0624706,249
6000035001171,34000600000049,6000035001361,6000035000000,34,1.766336,6000035001172,-1,6000035001170,6000035001171,6000035001456,5012,459.5046,433.42673,468.02512,27512,9.046718,56.939217,45.187447,208689,1,6,5,-281.05823,113.785286,-154.5472,222.01729,361.38354,1.5951608,-1.6601561,1.4854469,16494351,6,49,0.071588665,435
6000035001172,33000600000052,6000035001310,6000035000000,33,1.9126327,6000035001173,6000035001311,6000035001171,6000035001172,6000035001457,4892,440.91443,423.1849,447.62756,27512,9.218931,56.835426,45.30933,208689,1,6,5,-283.30713,116.48225,-148.59915,223.38676,359.9989,1.5452472,-1.5724839,1.5426381,16719597,6,52,0.07087657,298
6000035001173,32000600000030,6000035001290,6000035000000,32,2.0700274,6000035001174,6000035001291,6000035001172,6000035001173,6000035001380,4715,443.15213,434.20132,448.14395,27512,9.359565,56.77831,45.37402,208689,1,6,5,-264.30695,112.466515,-140.10349,248.40182,387.5678,0.77933556,-1.8565524,1.6299328,16497505,6,30,0.05908439,118
6000035001174,31000600000030,6000035001290,6000035000000,31,2.2394855,6000035001175,-1,6000035001173,6000035001174,6000035001313,4159,412.77097,407.69308,416.9021,27512,9.491758,56.715816,45.432022,208689,1,6,5,-227.12605,91.67673,-135.0297,251.80055,393.16183,0.52328837,-1.2541786,1.6815889,16497575,6,30,0.053762026,672
6000035001175,30000600000024,6000035001248,6000035000000,30,2.422044,6000035001176,6000035001249,6000035001174,6000035001175,6000035001314,3400,324.3815,319.30365,329.02905,27512,9.567476,56.660294,45.470276,208689,1,6,5,-195.86874,79.324326,-151.54271,257.4898,387.23892,0.7590969,-0.92862034,1.6839328,16497546,6,24,0.043868113,943
6000035001176,29000600000033,6000035001238,6000035000000,29,2.6188614,6000035001177,6000035001239,6000035001175,6000035001176,6000035001382,2354,239.1765,231.60272,250.10684,27513,9.778976,56.654343,45.560406,208696,1,6,5,-198.73357,61.753468,-150.04353,225.25192,324.49,0.378136,-0.075402714,1.9228956,16686011,6,33,0.044466503,508
