galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
2000038000000,2000038000524,-1,2000038000000,63000200000412,63000200000412,2000038000000,2000038000001,-1,0,63,0.0,770.4599,8637,39.780933,44.709538,3.54408,100006,4,5,0,37.45548,8.216542,132.9476,10781,770.4599,0.32119083,321.19104,382.11963,0.1485848,9.831366,4.8956957,117.09438,5.2315816E-5,0.01979903,0.003793984,0.10584486,0.047663543,0.48665154,1.9115436E-7,0.0,0.0,0.0,0.00999482,0.053096212,-20.788084,-21.674673,-22.403265,-23.025377,-24.55849,-20.0213,-20.896332,-21.620268,-22.23347,-23.737387,-20.684217,-21.586836,-22.33096,-22.97157,-24.541914,11.074538,720
2000038000001,2000038000524,2000038000000,2000038000001,62000200000409,62000200000409,2000038000000,2000038000002,-1,0,62,0.019932542,765.9845,8637,39.7743,44.710064,3.5128982,100006,4,5,0,37.649334,7.946942,132.9152,10649,765.9845,0.3189546,321.37753,379.0258,0.1485848,9.831366,4.8956957,116.31601,5.773444E-5,0.019777259,0.003793984,0.10584486,0.047663543,0.48624715,2.1095322E-7,0.0,0.0,0.0,0.009814957,0.052927338,-20.817316,-21.700289,-22.426731,-23.046894,-24.57759,-20.045406,-20.91886,-21.641653,-22.2536,-23.755634,-20.709427,-21.609179,-22.351767,-22.991112,-24.560394,10.811108,670
2000038000002,2000038000524,2000038000001,2000038000002,61000200000375,61000200000375,2000038000000,2000038000003,-1,0,61,0.041403063,763.4025,8637,39.770897,44.711006,3.4821904,100006,4,5,0,37.29471,8.788967,133.25452,10437,763.4025,0.31682628,321.91125,381.12677,0.1485848,9.831366,4.8956957,115.87257,6.406225E-5,0.019754285,0.003793984,0.10584486,0.047663543,0.4861048,2.3407414E-7,0.0,0.0,0.0,0.008560795,0.05268997,-20.852106,-21.728844,-22.452164,-23.069923,-24.59758,-20.07119,-20.942842,-21.664333,-22.274834,-23.774632,-20.712973,-21.611273,-22.35517,-22.997452,-24.575045,10.535256,844
2000038000003,2000038000524,2000038000002,2000038000003,60000200000402,60000200000402,2000038000000,2000038000004,-1,0,60,0.064493395,757.20575,8637,39.763214,44.707546,3.4547307,100006,4,5,0,36.05893,9.449203,134.12021,10322,757.20575,0.31403172,322.02542,376.99567,0.1485848,9.831366,4.8956957,114.78874,7.1471964E-5,0.01973016,0.003793984,0.10584486,0.047663543,0.48549026,2.6114807E-7,0.36963463,3.7085894E-7,0.0,0.0107982,0.05248839,-20.907988,-21.76727,-22.48418,-23.098011,-24.620413,-20.098604,-20.968204,-21.688221,-22.297066,-23.794226,-20.814384,-21.689838,-22.421011,-23.051275,-24.606127,10.2474,169
2000038000004,2000038000446,2000038000003,2000038000004,59000200000443,59000200000443,2000038000000,2000038000005,2000038000447,0,59,0.08928783,743.091,8637,39.7573,44.703014,3.4218435,100006,4,5,0,36.393536,9.027939,135.27786,10142,743.091,0.30996352,321.09656,375.77792,0.08832932,9.670119,4.7390532,112.354675,8.0172664E-5,0.019633839,0.0028036681,0.10462734,0.04656045,0.4846263,2.929391E-7,0.44762853,3.376687E-7,0.0,0.010310537,0.05244345,-20.900251,-21.766094,-22.484396,-23.098259,-24.62077,-20.086552,-20.9552,-21.674318,-22.282316,-23.779108,-20.804636,-21.68646,-22.419287,-23.050053,-24.606031,9.949963,922
2000038000005,2000038000398,2000038000004,2000038000005,58000200000456,58000200000456,2000038000000,2000038000006,2000038000399,0,58,0.11588337,730.18115,8637,39.751728,44.70062,3.3903027,100006,4,5,0,35.672104,8.753816,134.7937,9818,730.18115,0.30587116,320.41733,379.16003,0.064629525,9.174216,4.248928,110.11142,9.042214E-5,0.019163856,0.0022857112,0.10025639,0.042358723,0.48328224,3.3038927E-7,0.0,0.0,0.0,0.011600395,0.05234168,-20.842867,-21.720697,-22.44254,-23.057745,-24.582327,-19.98336,-20.852142,-21.571104,-22.1793,-23.678171,-20.77467,-21.66361,-22.395914,-23.023373,-24.571932,9.644465,871
2000038000006,2000038000398,2000038000005,2000038000006,57000200000473,57000200000473,2000038000000,2000038000007,-1,0,57,0.14438343,724.15656,8637,39.736237,44.696896,3.3501673,100006,4,5,0,37.170525,9.152981,136.98822,9758,724.15656,0.30253917,320.8451,379.6031,0.064629525,9.174216,4.248928,109.523705,1.0253628E-4,0.01913687,0.0022857112,0.10025639,0.042358723,0.4816867,3.746525E-7,0.0,0.0,0.0,0.010165271,0.052070454,-20.877962,-21.752157,-22.471508,-23.08423,-24.605463,-20.015621,-20.881468,-21.598324,-22.204258,-23.69995,-20.790218,-21.678564,-22.411285,-23.039724,-24.59194,9.323876,294
2000038000007,2000038000398,2000038000006,2000038000007,56000200000466,56000200000466,2000038000000,2000038000008,-1,0,56,0.17489761,710.4721,8637,39.732258,44.69606,3.3082674,100006,4,5,0,38.04573,8.589846,138.16238,9446,710.4721,0.29792807,320.249,381.2035,0.064629525,9.174216,4.248928,106.91742,1.16902964E-4,0.019081919,0.0022857112,0.10025639,0.042358723,0.48159418,4.2714623E-7,0.0,0.0,0.0,0.012782259,0.05190763,-20.915194,-21.785398,-22.502037,-23.112162,-24.630108,-20.049816,-20.91238,-21.626936,-22.230572,-23.723389,-20.858292,-21.737894,-22.463314,-23.083672,-24.621521,8.993644,71
2000038000008,2000038000398,2000038000007,2000038000008,55000200000461,55000200000461,2000038000000,2000038000009,-1,0,55,0.20754863,700.05817,8637,39.710655,44.688534,3.2647903,100006,4,5,0,39.433014,8.735862,138.84795,9227,700.05817,0.29355133,320.25433,379.68863,0.064629525,9.174216,4.248928,105.29021,1.340033E-4,0.019053238,0.0022857112,0.10025639,0.042358723,0.4814163,4.896284E-7,0.0,0.0,0.0,0.012666696,0.051667873,-20.95485,-21.820803,-22.53455,-23.141998,-24.656685,-20.08581,-20.944805,-21.656883,-22.258154,-23.74827,-20.896782,-21.772345,-22.49506,-23.112946,-24.647932,8.654488,902
2000038000009,2000038000398,2000038000008,2000038000009,54000200000462,54000200000462,2000038000000,2000038000010,-1,0,54,0.24246909,688.5254,8637,39.704464,44.68045,3.2308266,100006,4,5,0,39.138287,10.161852,137.35573,9193,688.5254,0.28878582,320.21524,367.61954,0.064629525,9.174216,4.248928,102.88934,1.5443395E-4,0.019023756,0.0022857112,0.10025639,0.042358723,0.48115095,5.642789E-7,0.0,0.0,0.0,0.012990244,0.051331025,-20.99767,-21.859339,-22.570236,-23.17522,-24.687263,-20.123665,-20.97881,-21.68823,-22.287058,-23.774446,-20.942139,-21.813034,-22.532518,-23.147484,-24.678911,8.307197,596
